ENSEMBL,SYMBOL,GENENAME
ENSMUSG00000045658,Pid1,phosphotyrosine interaction domain containing 1
ENSMUSG00000036766,Dner,delta/notch-like EGF repeat containing
ENSMUSG00000026219,Trip12,thyroid hormone receptor interactor 12
ENSMUSG00000073633,Fbxo36,F-box protein 36
ENSMUSG00000052477,C130026I21Rik,RIKEN cDNA C130026I21 gene
ENSMUSG00000089844,A530032D15Rik,RIKEN cDNA A530032D15Rik gene
ENSMUSG00000072109,A530040E14Rik,RIKEN cDNA A530040E14 gene
ENSMUSG00000070034,Sp110,Sp110 nuclear body protein
ENSMUSG00000070031,Sp140,Sp140 nuclear body protein
ENSMUSG00000090246,NA,NA
ENSMUSG00000026222,Sp100,nuclear antigen Sp100
ENSMUSG00000052760,A630001G21Rik,RIKEN cDNA A630001G21 gene
ENSMUSG00000036707,Cab39,calcium binding protein 39
ENSMUSG00000026223,Itm2c,integral membrane protein 2C
ENSMUSG00000026224,4933407L21Rik,RIKEN cDNA 4933407L21 gene
ENSMUSG00000099767,NA,NA
ENSMUSG00000049608,Gpr55,G protein-coupled receptor 55
ENSMUSG00000100108,NA,NA
ENSMUSG00000099342,Gm18180,zinc finger protein 617 pseudogene
ENSMUSG00000026227,2810459M11Rik,RIKEN cDNA 2810459M11 gene
ENSMUSG00000026229,Psmd1,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"
ENSMUSG00000026228,Htr2b,5-hydroxytryptamine (serotonin) receptor 2B
ENSMUSG00000062590,Armc9,armadillo repeat containing 9
ENSMUSG00000079445,B3gnt7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
ENSMUSG00000026234,Ncl,nucleolin
ENSMUSG00000073627,NA,NA
ENSMUSG00000026237,Nmur1,neuromedin U receptor 1
ENSMUSG00000026238,Ptma,prothymosin alpha
ENSMUSG00000026239,Pde6d,"phosphodiesterase 6D, cGMP-specific, rod, delta"
ENSMUSG00000026240,Cops7b,COP9 signalosome subunit 7B
ENSMUSG00000053333,Dis3l2,DIS3 like 3'-5' exoribonuclease 2
ENSMUSG00000084106,Gm6136,ribosomal protein L6 pseudogene
ENSMUSG00000103984,NA,NA
ENSMUSG00000026246,Alppl2,"alkaline phosphatase, placental-like 2"
ENSMUSG00000079440,Alpi,"alkaline phosphatase, intestinal"
ENSMUSG00000036500,Akp3,"alkaline phosphatase 3, intestine, not Mn requiring"
ENSMUSG00000026254,Eif4e2,eukaryotic translation initiation factor 4E member 2
ENSMUSG00000026255,Efhd1,EF hand domain containing 1
ENSMUSG00000048000,Gigyf2,GRB10 interacting GYF protein 2
ENSMUSG00000079436,Kcnj13,"potassium inwardly-rectifying channel, subfamily J, member 13"
ENSMUSG00000026259,Ngef,neuronal guanine nucleotide exchange factor
ENSMUSG00000079434,Neu2,neuraminidase 2
ENSMUSG00000026288,Inpp5d,inositol polyphosphate-5-phosphatase D
ENSMUSG00000026289,Atg16l1,autophagy related 16-like 1 (S. cerevisiae)
ENSMUSG00000056055,Sag,"S-antigen, retina and pineal gland (arrestin)"
ENSMUSG00000070738,Dgkd,"diacylglycerol kinase, delta"
ENSMUSG00000005501,Usp40,ubiquitin specific peptidase 40
ENSMUSG00000090175,Ugt1a9,"UDP glucuronosyltransferase 1 family, polypeptide A9"
ENSMUSG00000090124,Ugt1a7c,"UDP glucuronosyltransferase 1 family, polypeptide A7C"
ENSMUSG00000054545,Ugt1a6a,"UDP glucuronosyltransferase 1 family, polypeptide A6A"
ENSMUSG00000081488,Gm15368,predicted gene 15368
ENSMUSG00000081984,Dnajb3,DnaJ heat shock protein family (Hsp40) member B3
ENSMUSG00000089960,Ugt1a1,"UDP glucuronosyltransferase 1 family, polypeptide A1"
ENSMUSG00000079429,Mroh2a,maestro heat-like repeat family member 2A
ENSMUSG00000044783,A730008H23Rik,RIKEN cDNA A730008H23 gene
ENSMUSG00000044783,Hjurp,Holliday junction recognition protein
ENSMUSG00000049866,Arl4c,ADP-ribosylation factor-like 4C
ENSMUSG00000036206,Sh3bp4,SH3-domain binding protein 4
ENSMUSG00000055013,Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
ENSMUSG00000044337,Ackr3,atypical chemokine receptor 3
ENSMUSG00000034432,Cops8,COP9 signalosome subunit 8
ENSMUSG00000048126,Col6a3,"collagen, type VI, alpha 3"
ENSMUSG00000026303,Mlph,melanophilin
ENSMUSG00000026304,Rab17,"RAB17, member RAS oncogene family"
ENSMUSG00000026305,Lrrfip1,leucine rich repeat (in FLII) interacting protein 1
ENSMUSG00000034353,Ramp1,receptor (calcitonin) activity modifying protein 1
ENSMUSG00000034343,Ube2f,ubiquitin-conjugating enzyme E2F (putative)
ENSMUSG00000083064,NA,NA
ENSMUSG00000026307,Scly,selenocysteine lyase
ENSMUSG00000026308,Klhl30,kelch-like 30
ENSMUSG00000047443,Erfe,erythroferrone
ENSMUSG00000026309,Ilkap,integrin-linked kinase-associated serine/threonine phosphatase 2C
ENSMUSG00000067071,Hes6,hairy and enhancer of split 6
ENSMUSG00000055866,Per2,period circadian clock 2
ENSMUSG00000034292,Traf3ip1,TRAF3 interacting protein 1
ENSMUSG00000026311,Asb1,ankyrin repeat and SOCS box-containing 1
ENSMUSG00000026313,Hdac4,histone deacetylase 4
ENSMUSG00000026260,Ndufa10,NADH:ubiquinone oxidoreductase subunit A10
ENSMUSG00000073616,Cops9,COP9 signalosome subunit 9
ENSMUSG00000034220,Gpc1,glypican 1
ENSMUSG00000047067,Dusp28,dual specificity phosphatase 28
ENSMUSG00000097251,5033417F24Rik,RIKEN cDNA 5033417F24 gene
ENSMUSG00000026269,Rnpepl1,arginyl aminopeptidase (aminopeptidase B)-like 1
ENSMUSG00000100632,9430060I03Rik,RIKEN cDNA 9430060I03 gene
ENSMUSG00000026270,Capn10,calpain 10
ENSMUSG00000026271,Gpr35,G protein-coupled receptor 35
ENSMUSG00000014602,Kif1a,kinesin family member 1A
ENSMUSG00000026272,Agxt,alanine-glyoxylate aminotransferase
ENSMUSG00000034159,Mab21l4,mab-21-like 4
ENSMUSG00000084989,Crocc2,"ciliary rootlet coiled-coil, rootletin family member 2"
ENSMUSG00000047793,Sned1,"sushi, nidogen and EGF-like domains 1"
ENSMUSG00000026273,Mterf4,mitochondrial transcription termination factor 4
ENSMUSG00000026274,Pask,PAS domain containing serine/threonine kinase
ENSMUSG00000026275,Ppp1r7,"protein phosphatase 1, regulatory subunit 7"
ENSMUSG00000034107,Ano7,anoctamin 7
ENSMUSG00000034088,Hdlbp,high density lipoprotein (HDL) binding protein
ENSMUSG00000090489,Gm17415,"predicted gene, 17415"
ENSMUSG00000026276,Septin2,septin 2
ENSMUSG00000034066,Farp2,"FERM, RhoGEF and pleckstrin domain protein 2"
ENSMUSG00000026277,Stk25,serine/threonine kinase 25 (yeast)
ENSMUSG00000026278,Bok,BCL2-related ovarian killer
ENSMUSG00000026279,Thap4,THAP domain containing 4
ENSMUSG00000026280,Atg4b,"autophagy related 4B, cysteine peptidase"
ENSMUSG00000026281,Dtymk,deoxythymidylate kinase
ENSMUSG00000026283,Ing5,"inhibitor of growth family, member 5"
ENSMUSG00000073609,D2hgdh,D-2-hydroxyglutarate dehydrogenase
ENSMUSG00000094651,Gal3st2,galactose-3-O-sulfotransferase 2
ENSMUSG00000101660,NA,NA
ENSMUSG00000093805,Gal3st2b,galactose-3-O-sulfotransferase 2B
ENSMUSG00000073608,Gal3st2c,galactose-3-O-sulfotransferase 2C
ENSMUSG00000026285,Pdcd1,programmed cell death 1
ENSMUSG00000100347,Gm7895,predicted gene 7895
ENSMUSG00000051185,Fam174a,"family with sequence similarity 174, member A"
ENSMUSG00000103973,NA,NA
ENSMUSG00000081051,Gm15427,predicted pseudogene 15427
ENSMUSG00000040710,St8sia4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
ENSMUSG00000097814,Panct2,pluripotency-associated noncoding transcript 2
ENSMUSG00000100454,NA,NA
ENSMUSG00000044757,NA,NA
ENSMUSG00000044768,Macir,macrophage immunometabolism regulator
ENSMUSG00000040648,Ppip5k2,diphosphoinositol pentakisphosphate kinase 2
ENSMUSG00000026333,Gin1,gypsy retrotransposon integrase 1
ENSMUSG00000026335,Pam,peptidylglycine alpha-amidating monooxygenase
ENSMUSG00000089782,NA,NA
ENSMUSG00000089706,B230216N24Rik,RIKEN cDNA B230216N24 gene
ENSMUSG00000100182,1810006J02Rik,RIKEN cDNA 1810006J02 gene
ENSMUSG00000100794,NA,NA
ENSMUSG00000047496,Rnf152,ring finger protein 152
ENSMUSG00000097482,Gm17634,"predicted gene, 17634"
ENSMUSG00000067017,NA,NA
ENSMUSG00000056536,Pign,"phosphatidylinositol glycan anchor biosynthesis, class N"
ENSMUSG00000026319,Relch,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
ENSMUSG00000026321,Tnfrsf11a,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
ENSMUSG00000099843,Gm7160,predicted gene 7160
ENSMUSG00000038866,Zcchc2,"zinc finger, CCHC domain containing 2"
ENSMUSG00000044340,Phlpp1,PH domain and leucine rich repeat protein phosphatase 1
ENSMUSG00000057329,Bcl2,B cell leukemia/lymphoma 2
ENSMUSG00000009905,Kdsr,3-ketodihydrosphingosine reductase
ENSMUSG00000009907,Vps4b,vacuolar protein sorting 4B
ENSMUSG00000067006,Serpinb5,"serine (or cysteine) peptidase inhibitor, clade B, member 5"
ENSMUSG00000026315,Serpinb8,"serine (or cysteine) peptidase inhibitor, clade B, member 8"
ENSMUSG00000047216,Cdh19,"cadherin 19, type 2"
ENSMUSG00000038702,Dsel,dermatan sulfate epimerase-like
ENSMUSG00000070695,Cntnap5a,contactin associated protein-like 5A
ENSMUSG00000026374,Tsn,translin
ENSMUSG00000026377,Nifk,nucleolar protein interacting with the FHA domain of MKI67
ENSMUSG00000064302,Clasp1,CLIP associating protein 1
ENSMUSG00000026380,Tfcp2l1,transcription factor CP2-like 1
ENSMUSG00000048402,Gli2,GLI-Kruppel family member GLI2
ENSMUSG00000037035,Inhbb,inhibin beta-B
ENSMUSG00000004451,Ralb,v-ral simian leukemia viral oncogene B
ENSMUSG00000098447,NA,NA
ENSMUSG00000098923,Tmem185b,transmembrane protein 185B
ENSMUSG00000026383,Epb41l5,erythrocyte membrane protein band 4.1 like 5
ENSMUSG00000026384,Ptpn4,"protein tyrosine phosphatase, non-receptor type 4"
ENSMUSG00000036975,Tmem177,transmembrane protein 177
ENSMUSG00000026387,Sctr,secretin receptor
ENSMUSG00000050777,Tmem37,transmembrane protein 37
ENSMUSG00000026385,Dbi,diazepam binding inhibitor
ENSMUSG00000026388,3110009E18Rik,RIKEN cDNA 3110009E18 gene
ENSMUSG00000026389,Steap3,STEAP family member 3
ENSMUSG00000003721,Insig2,insulin induced gene 2
ENSMUSG00000104253,NA,NA
ENSMUSG00000026339,Ccdc93,coiled-coil domain containing 93
ENSMUSG00000001674,Ddx18,DEAD box helicase 18
ENSMUSG00000036815,Dpp10,dipeptidylpeptidase 10
ENSMUSG00000026341,Actr3,ARP3 actin-related protein 3
ENSMUSG00000026342,Slc35f5,"solute carrier family 35, member F5"
ENSMUSG00000026343,Gpr39,G protein-coupled receptor 39
ENSMUSG00000026344,Lypd1,Ly6/Plaur domain containing 1
ENSMUSG00000049690,Nckap5,NCK-associated protein 5
ENSMUSG00000104519,NA,NA
ENSMUSG00000036155,Mgat5,mannoside acetylglucosaminyltransferase 5
ENSMUSG00000099471,Gm8451,predicted gene 8451
ENSMUSG00000026347,Tmem163,transmembrane protein 163
ENSMUSG00000026349,Ccnt2,cyclin T2
ENSMUSG00000036104,Rab3gap1,RAB3 GTPase activating protein subunit 1
ENSMUSG00000036086,Zranb3,"zinc finger, RAN-binding domain containing 3"
ENSMUSG00000104164,NA,NA
ENSMUSG00000058603,Rpl28-ps1,"ribosomal protein L28, pseudogene 1"
ENSMUSG00000056211,R3hdm1,R3H domain containing 1
ENSMUSG00000026353,Ubxn4,UBX domain protein 4
ENSMUSG00000026354,Lct,lactase
ENSMUSG00000026355,Mcm6,minichromosome maintenance complex component 6
ENSMUSG00000026356,Dars,aspartyl-tRNA synthetase
ENSMUSG00000100078,NA,NA
ENSMUSG00000042581,Thsd7b,"thrombospondin, type I, domain containing 7B"
ENSMUSG00000089648,Gm15790,nucleoporin 54 pseudogene
ENSMUSG00000094122,NA,NA
ENSMUSG00000026401,Cd55b,"CD55 molecule, decay accelerating factor for complement B"
ENSMUSG00000087691,Cd55os,"CD55 molecule, opposite strand sequence"
ENSMUSG00000086825,NA,NA
ENSMUSG00000026399,Cd55,"CD55 molecule, decay accelerating factor for complement"
ENSMUSG00000026405,C4bp,complement component 4 binding protein
ENSMUSG00000026409,Pfkfb2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
ENSMUSG00000046404,Yod1,YOD1 deubiquitinase
ENSMUSG00000042510,AA986860,expressed sequence AA986860
ENSMUSG00000099556,NA,NA
ENSMUSG00000026415,Fcamr,"Fc receptor, IgA, IgM, high affinity"
ENSMUSG00000086706,NA,NA
ENSMUSG00000026417,Pigr,polymeric immunoglobulin receptor
ENSMUSG00000016529,Il10,interleukin 10
ENSMUSG00000016528,Mapkapk2,MAP kinase-activated protein kinase 2
ENSMUSG00000016526,Dyrk3,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3
ENSMUSG00000026427,Eif2d,eukaryotic translation initiation factor 2D
ENSMUSG00000026430,Rassf5,Ras association (RalGDS/AF-6) domain family member 5
ENSMUSG00000042349,Ikbke,inhibitor of kappaB kinase epsilon
ENSMUSG00000102055,NA,NA
ENSMUSG00000026425,Srgap2,SLIT-ROBO Rho GTPase activating protein 2
ENSMUSG00000055184,Fam72a,"family with sequence similarity 72, member A"
ENSMUSG00000004552,Ctse,cathepsin E
ENSMUSG00000052688,Rab7b,"RAB7B, member RAS oncogene family"
ENSMUSG00000042251,Pm20d1,peptidase M20 domain containing 1
ENSMUSG00000013275,Slc41a1,"solute carrier family 41, member 1"
ENSMUSG00000026433,Rab29,"RAB29, member RAS oncogene family"
ENSMUSG00000026434,Nucks1,nuclear casein kinase and cyclin-dependent kinase substrate 1
ENSMUSG00000026435,Slc45a3,"solute carrier family 45, member 3"
ENSMUSG00000026436,Elk4,"ELK4, member of ETS oncogene family"
ENSMUSG00000059149,Mfsd4a,major facilitator superfamily domain containing 4A
ENSMUSG00000103966,NA,NA
ENSMUSG00000026437,Cdk18,cyclin-dependent kinase 18
ENSMUSG00000042115,Klhdc8a,kelch domain containing 8A
ENSMUSG00000009772,Nuak2,"NUAK family, SNF1-like kinase, 2"
ENSMUSG00000100658,F730311O21Rik,RIKEN cDNA F730311O21 gene
ENSMUSG00000042066,Tmcc2,transmembrane and coiled-coil domains 2
ENSMUSG00000042046,Dstyk,dual serine/threonine and tyrosine protein kinase
ENSMUSG00000097760,6030442K20Rik,RIKEN cDNA 6030442K20 gene
ENSMUSG00000026439,Rbbp5,"retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit"
ENSMUSG00000048174,Tmem81,transmembrane protein 81
ENSMUSG00000053024,Cntn2,contactin 2
ENSMUSG00000026442,Nfasc,neurofascin
ENSMUSG00000026443,Lrrn2,"leucine rich repeat protein 2, neuronal"
ENSMUSG00000054387,Mdm4,transformed mouse 3T3 cell double minute 4
ENSMUSG00000100228,Gm29257,predicted gene 29257
ENSMUSG00000026447,Pik3c2b,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
ENSMUSG00000102425,NA,NA
ENSMUSG00000046062,Ppp1r15b,"protein phosphatase 1, regulatory subunit 15B"
ENSMUSG00000041757,Plekha6,"pleckstrin homology domain containing, family A member 6"
ENSMUSG00000103421,Golt1a,golgi transport 1A
ENSMUSG00000115958,Kiss1,KiSS-1 metastasis-suppressor
ENSMUSG00000070644,Etnk2,ethanolamine kinase 2
ENSMUSG00000070643,Sox13,SRY (sex determining region Y)-box 13
ENSMUSG00000090553,Snrpe,small nuclear ribonucleoprotein E
ENSMUSG00000102976,Zc3h11a,zinc finger CCCH type containing 11A
ENSMUSG00000094410,Zbed6,"zinc finger, BED type containing 6"
ENSMUSG00000051998,Lax1,lymphocyte transmembrane adaptor 1
ENSMUSG00000026463,Atp2b4,"ATPase, Ca++ transporting, plasma membrane 4"
ENSMUSG00000010311,Optc,opticin
ENSMUSG00000041577,Prelp,proline arginine-rich end leucine-rich repeat
ENSMUSG00000041559,Fmod,fibromodulin
ENSMUSG00000020423,Btg2,BTG anti-proliferation factor 2
ENSMUSG00000042429,Adora1,adenosine A1 receptor
ENSMUSG00000026458,Ppfia4,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4"
ENSMUSG00000042305,Tmem183a,transmembrane protein 183A
ENSMUSG00000026456,Cyb5r1,cytochrome b5 reductase 1
ENSMUSG00000026457,Adipor1,adiponectin receptor 1
ENSMUSG00000026455,Klhl12,kelch-like 12
ENSMUSG00000042229,Rabif,RAB interacting factor
ENSMUSG00000096712,NA,NA
ENSMUSG00000042207,Kdm5b,lysine (K)-specific demethylase 5B
ENSMUSG00000026452,Syt2,synaptotagmin II
ENSMUSG00000073557,Ppp1r12b,"protein phosphatase 1, regulatory subunit 12B"
ENSMUSG00000026429,Ube2t,ubiquitin-conjugating enzyme E2T
ENSMUSG00000042793,Lgr6,leucine-rich repeat-containing G protein-coupled receptor 6
ENSMUSG00000097993,Ptprv,"protein tyrosine phosphatase, receptor type, V"
ENSMUSG00000031506,Ptpn7,"protein tyrosine phosphatase, non-receptor type 7"
ENSMUSG00000026426,Arl8a,ADP-ribosylation factor-like 8A
ENSMUSG00000087721,NA,NA
ENSMUSG00000085311,NA,NA
ENSMUSG00000026424,Gpr37l1,G protein-coupled receptor 37-like 1
ENSMUSG00000079139,Gm4204,nucleosome assembly protein 1-like 1 pseudogene
ENSMUSG00000097680,NA,NA
ENSMUSG00000003051,Elf3,E74-like factor 3
ENSMUSG00000041926,Rnpep,arginyl aminopeptidase (aminopeptidase B)
ENSMUSG00000062580,Timm17a,translocase of inner mitochondrial membrane 17a
ENSMUSG00000048096,Lmod1,leiomodin 1 (smooth muscle)
ENSMUSG00000041889,Shisa4,shisa family member 4
ENSMUSG00000041879,Ipo9,importin 9
ENSMUSG00000009418,Nav1,neuron navigator 1
ENSMUSG00000026421,Csrp1,cysteine and glycine-rich protein 1
ENSMUSG00000041801,Phlda3,"pleckstrin homology like domain, family A, member 3"
ENSMUSG00000026418,Tnni1,"troponin I, skeletal, slow 1"
ENSMUSG00000041782,Lad1,ladinin
ENSMUSG00000026414,Tnnt2,"troponin T2, cardiac"
ENSMUSG00000026413,Pkp1,plakophilin 1
ENSMUSG00000026411,Tmem9,transmembrane protein 9
ENSMUSG00000086264,Gm15850,predicted gene 15850
ENSMUSG00000041642,Kif21b,kinesin family member 21B
ENSMUSG00000087230,Mroh3,maestro heat-like repeat family member 3
ENSMUSG00000041605,Inava,innate immunity activator
ENSMUSG00000041570,Camsap2,"calmodulin regulated spectrin-associated protein family, member 2"
ENSMUSG00000097403,9230116N13Rik,RIKEN cDNA 9230116N13 gene
ENSMUSG00000026404,Ddx59,DEAD box helicase 59
ENSMUSG00000041498,Kif14,kinesin family member 14
ENSMUSG00000041483,Zfp281,zinc finger protein 281
ENSMUSG00000097113,Gm19705,"predicted gene, 19705"
ENSMUSG00000026398,Nr5a2,"nuclear receptor subfamily 5, group A, member 2"
ENSMUSG00000098206,NA,NA
ENSMUSG00000026395,Ptprc,"protein tyrosine phosphatase, receptor type, C"
ENSMUSG00000104291,NA,NA
ENSMUSG00000026393,Nek7,NIMA (never in mitosis gene a)-related expressed kinase 7
ENSMUSG00000079283,2310009B15Rik,RIKEN cDNA 2310009B15 gene
ENSMUSG00000102365,NA,NA
ENSMUSG00000056268,Dennd1b,DENN domain containing 1B
ENSMUSG00000033964,Zbtb41,zinc finger and BTB domain containing 41
ENSMUSG00000033952,Aspm,abnormal spindle microtubule assembly
ENSMUSG00000026365,Cfh,complement component factor h
ENSMUSG00000052726,Kcnt2,"potassium channel, subfamily T, member 2"
ENSMUSG00000101795,Gm5835,ribosomal protein L4 pseudogene
ENSMUSG00000026361,Cdc73,"cell division cycle 73, Paf1/RNA polymerase II complex component"
ENSMUSG00000033849,B3galt2,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2"
ENSMUSG00000089640,NA,NA
ENSMUSG00000018196,Glrx2,glutaredoxin 2 (thioltransferase)
ENSMUSG00000018199,Ro60,"Ro60, Y RNA binding protein"
ENSMUSG00000018189,Uchl5,ubiquitin carboxyl-terminal esterase L5
ENSMUSG00000100455,NA,NA
ENSMUSG00000026360,Rgs2,regulator of G-protein signaling 2
ENSMUSG00000051079,Rgs13,regulator of G-protein signaling 13
ENSMUSG00000026358,Rgs1,regulator of G-protein signaling 1
ENSMUSG00000056220,Pla2g4a,"phospholipase A2, group IVA (cytosolic, calcium-dependent)"
ENSMUSG00000032487,Ptgs2,prostaglandin-endoperoxide synthase 2
ENSMUSG00000097754,Ptgs2os2,"prostaglandin-endoperoxide synthase 2, opposite strand 2"
ENSMUSG00000099875,NA,NA
ENSMUSG00000006010,Odr4,odr4 GPCR localization factor homolog
ENSMUSG00000006005,Tpr,"translocated promoter region, nuclear basket protein"
ENSMUSG00000006014,Prg4,"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)"
ENSMUSG00000066842,Hmcn1,hemicentin 1
ENSMUSG00000097426,NA,NA
ENSMUSG00000102095,NA,NA
ENSMUSG00000100954,Gm10138,predicted gene 10138
ENSMUSG00000023150,Ivns1abp,influenza virus NS1A binding protein
ENSMUSG00000052748,Swt1,SWT1 RNA endoribonuclease homolog (S. cerevisiae)
ENSMUSG00000053286,Trmt1l,tRNA methyltransferase 1 like
ENSMUSG00000106406,Mir7682,microRNA 7682
ENSMUSG00000103928,NA,NA
ENSMUSG00000026484,Rnf2,ring finger protein 2
ENSMUSG00000026483,Niban1,niban apoptosis regulator 1
ENSMUSG00000100594,2810414N06Rik,RIKEN cDNA 2810414N06 gene
ENSMUSG00000043019,Edem3,"ER degradation enhancer, mannosidase alpha-like 3"
ENSMUSG00000032666,1700025G04Rik,RIKEN cDNA 1700025G04 gene
ENSMUSG00000014980,Tsen15,tRNA splicing endonuclease subunit 15
ENSMUSG00000032649,Colgalt2,collagen beta(1-O)galactosyltransferase 2
ENSMUSG00000026482,Rgl1,"ral guanine nucleotide dissociation stimulator,-like 1"
ENSMUSG00000008475,Arpc5,"actin related protein 2/3 complex, subunit 5"
ENSMUSG00000026480,Ncf2,neutrophil cytosolic factor 2
ENSMUSG00000042772,Smg7,SMG7 nonsense mediated mRNA decay factor
ENSMUSG00000042751,Nmnat2,nicotinamide nucleotide adenylyltransferase 2
ENSMUSG00000026479,Lamc2,"laminin, gamma 2"
ENSMUSG00000026478,Lamc1,"laminin, gamma 1"
ENSMUSG00000073538,NA,NA
ENSMUSG00000042699,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9
ENSMUSG00000042684,Npl,N-acetylneuraminate pyruvate lyase
ENSMUSG00000099858,Gm6652,predicted gene 6652
ENSMUSG00000026475,Rgs16,regulator of G-protein signaling 16
ENSMUSG00000066800,Rnasel,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)"
ENSMUSG00000100183,NA,NA
ENSMUSG00000045968,Teddm2,transmembrane epididymal family member 2
ENSMUSG00000026473,Glul,glutamate-ammonia ligase (glutamine synthetase)
ENSMUSG00000004110,Cacna1e,"calcium channel, voltage-dependent, R type, alpha 1E subunit"
ENSMUSG00000096950,Gm9530,predicted gene 9530
